,name,Clothes,Ears,Eyes,Fur,Hat,Mouth,asset_id,trait_n,Clothes_rarity,Ears_rarity,Eyes_rarity,Fur_rarity,Hat_rarity,Mouth_rarity,trait_n_rarity,factoral_rarity,rarity_rank
2836,ApeGang #1696,White Tank Top,,Black Sunglasses,Grey,Green Beanie,Baby Pacifier,3491,5,0.0224,0.7565,0.0453,0.0815,0.0166,0.0337,0.2848,173.73551836116366,2502
2837,ApeGang #4014,Mexican,,Eye Patch,Cream,Horn,Nose Ring,3491,5,0.0243,0.7565,0.0336,0.0845,0.0183,0.0318,0.2848,173.6729503071792,2507
2838,ApeGang #6087,Nurse,,Monocle,Strong Dark Brown,Nurse,Smoke Pipe,3491,5,0.0235,0.7565,0.034,0.1097,0.0184,0.0311,0.2848,172.41600642129143,2593
2839,ApeGang #1964,Sheriff,,Black Sunglasses,Tiger,Nurse,Corn,3491,5,0.0245,0.7565,0.0453,0.0517,0.0184,0.0326,0.2848,172.0895272193544,2622
2840,ApeGang #9417,Hippie,,High,Brown,Nurse,,3491,4,0.0247,0.7565,0.0148,0.4242,0.0184,0.3141,0.3968,171.7843400235672,2653
2841,ApeGang #1588,Hotel Porter,,Black Sunglasses,Black,Hippie Bandana,Covid Mask,3491,5,0.0228,0.7565,0.0453,0.0868,0.0182,0.029,0.2848,171.71636822386762,2658
2842,ApeGang #9200,,Gold Hoop,Albino,Brown,Red NBA Headband,Tongue Out,3491,5,0.2202,0.0475,0.017,0.4242,0.0202,0.0316,0.2848,171.4366217232849,2678
2843,ApeGang #2058,Black Suit,,Robot,Strong Dark Brown,Headphone,Grillz,3491,5,0.0231,0.7565,0.0265,0.1097,0.02,0.0378,0.2848,171.4298021047515,2679
2844,ApeGang #9021,Hotel Porter,,Round Glasses,Black,Headphone,Beard,3491,5,0.0228,0.7565,0.0348,0.0868,0.02,0.0309,0.2848,171.31159120131866,2687
2845,ApeGang #7361,Blue Hoodie,Silver Hoop,Bruised,Black,Green Beanie,,3491,5,0.0233,0.0482,0.0345,0.0868,0.0166,0.3141,0.2848,171.107486745242,2704
2846,ApeGang #4586,Pirate,,Albino,Cream,Flower Crown,,3491,4,0.0233,0.7565,0.017,0.0845,0.0198,0.3141,0.3968,171.1070921935913,2705
2847,ApeGang #6552,Black Suit,Silver Hoop,,Zebra,Red NBA Headband,Baby Pacifier,3491,5,0.0231,0.0482,0.3104,0.0481,0.0202,0.0337,0.2848,170.73837848596187,2731
2848,ApeGang #9479,Red Hawaiian Shirt,,Round Glasses,Brown,Fireman,Grillz,3491,5,0.0283,0.7565,0.0348,0.4242,0.0137,0.0378,0.2848,170.70954003028936,2732
2849,ApeGang #6962,Pirate,,Gold Sunglasses,Black,Nurse,Bubble Gum,3491,5,0.0233,0.7565,0.0471,0.0868,0.0184,0.028,0.2848,170.56583958985044,2743
2850,ApeGang #2591,Red Hawaiian Shirt,,Closed,Cheetah,Hotel Porter,,3491,4,0.0283,0.7565,0.0302,0.0294,0.0164,0.3141,0.3968,170.46322484019436,2749
2851,ApeGang #2501,Yellow NBA Jersey,,Heart,Brown,Green Beanie,Cigarette,3491,5,0.0241,0.7565,0.033,0.4242,0.0166,0.0323,0.2848,170.18801402953483,2769
2852,ApeGang #6063,Cop,,Robot,Brown,Hippie Bandana,Flames,3491,5,0.0245,0.7565,0.0265,0.4242,0.0182,0.0341,0.2848,170.01323534424336,2786
2853,ApeGang #9911,Nurse,,,Strong Dark Brown,Rabbit Ears,Joker,3491,4,0.0235,0.7565,0.3104,0.1097,0.019,0.0171,0.3968,169.84376072335326,2798
2854,ApeGang #4429,Black Suit,,Alien,Cream,Borsalino,,3491,4,0.0231,0.7565,0.0167,0.0845,0.021,0.3141,0.3968,169.6493877712028,2813
2855,ApeGang #2808,Pimp Coat,,Squinting,Brown,Banana,,3491,4,0.0253,0.7565,0.016,0.4242,0.0172,0.3141,0.3968,169.54834299285463,2826
2856,ApeGang #1473,Winter Coat,Airpods,,Cream,War Bonnet,Angry,3491,5,0.0251,0.0475,0.3104,0.0845,0.0174,0.0309,0.2848,169.2941979101077,2843
2857,ApeGang #6625,Sheriff,,Round Glasses,Grey,Flower Crown,Nose Ring,3491,5,0.0245,0.7565,0.0348,0.0815,0.0198,0.0318,0.2848,168.60660177086976,2896
2858,ApeGang #6334,Fireman,,Squinting,Brown,Propeller,,3491,4,0.0236,0.7565,0.016,0.4242,0.0184,0.3141,0.3968,168.6038238524177,2897
2859,ApeGang #2778,Banana Shirt,,Laser,Brown,Cap,,3491,4,0.0237,0.7565,0.0167,0.4242,0.0175,0.3141,0.3968,168.6003059003484,2898
2860,ApeGang #7826,Groom,Silver Hoop,Laser,Cream,,Grin Rainbow,3491,5,0.0258,0.0482,0.0167,0.0845,0.3096,0.0327,0.2848,168.5433868074855,2904
2861,ApeGang #8350,Magician,Silver Hoop,,Tiger,Hippie Bandana,Corn,3491,5,0.0277,0.0482,0.3104,0.0517,0.0182,0.0326,0.2848,168.5431177776017,2905
2862,ApeGang #3040,Pirate,,Scar,Brown,Banana,Nose Ring,3491,5,0.0233,0.7565,0.0347,0.4242,0.0172,0.0318,0.2848,168.5134661193724,2909
2863,ApeGang #5204,Black Tank Top,,Alien,Brown,Horn,,3491,4,0.0227,0.7565,0.0167,0.4242,0.0183,0.3141,0.3968,167.9610281097798,2958
2864,ApeGang #3137,Pirate,,Sad,Brown,Cowboy,Angry,3491,5,0.0233,0.7565,0.0322,0.4242,0.0184,0.0309,0.2848,167.87513280611387,2968
2865,ApeGang #1423,Fireman,,Sad,Strong Dark Brown,Stuntman Helmet,Baby Pacifier,3491,5,0.0236,0.7565,0.0322,0.1097,0.0197,0.0337,0.2848,167.81267710437618,2975
2866,ApeGang #2532,Orange Hawaiian Shirt ,,Monocle,Grey,Nurse,Grillz,3491,5,0.0247,0.7565,0.034,0.0815,0.0184,0.0378,0.2848,167.80349887817536,2976
2867,ApeGang #5286,Red NBA Jersey,,Gold Sunglasses,Strong Dark Brown,Pirate,Yawn,3491,5,0.0248,0.7565,0.0471,0.1097,0.0162,0.0329,0.2848,167.62641829339103,2991
2868,ApeGang #2892,Blue Hoodie,Bluetooth Earpiece,Robot Glasses,Cream,Crown,,3491,5,0.0233,0.052,0.0249,0.0845,0.0189,0.3141,0.2848,173.74917458718008,2501
2869,ApeGang #7115,White Tank Top,,Black Sunglasses,Grey,Hippie Bandana,Oh,3491,5,0.0224,0.7565,0.0453,0.0815,0.0182,0.0286,0.2848,173.73105391138085,2504
2870,ApeGang #3165,Orange Striped T-Shirt,Diamond Stud,,Tiger,Chef's,Smoke Pipe,3491,5,0.0241,0.0483,0.3104,0.0517,0.0188,0.0311,0.2848,173.6187850862209,2513
2871,ApeGang #7821,Prison Jumpsuit,,Devil,Grey,Stuntman Helmet,,3491,4,0.0238,0.7565,0.0163,0.0815,0.0197,0.3141,0.3968,173.42359775885313,2526
2872,ApeGang #3685,Pimp Coat,,Scar,Grey,Party,Angry,3491,5,0.0253,0.7565,0.0347,0.0815,0.018,0.0309,0.2848,173.36520227691625,2528
2873,ApeGang #9633,Sheriff,,Hippie Glasses,Cream,Flower Crown,Bubble Gum,3491,5,0.0245,0.7565,0.0341,0.0845,0.0198,0.028,0.2848,173.0286084935457,2544
2874,ApeGang #3749,Nurse,,Closed,Grey,Flower Crown,Baby Pacifier,3491,5,0.0235,0.7565,0.0302,0.0815,0.0198,0.0337,0.2848,172.947466951116,2553
2875,ApeGang #7100,Banana Shirt,,Robot Glasses,Brown,Rabbit Ears,Drool Rainbow,3491,5,0.0237,0.7565,0.0249,0.4242,0.019,0.0326,0.2848,172.85165258591206,2564
2876,ApeGang #8482,Mexican,,Heart,Black,Horn,Yawn,3491,5,0.0243,0.7565,0.033,0.0868,0.0183,0.0329,0.2848,172.84908954647884,2566
2877,ApeGang #212,,Bluetooth Earpiece,Devil,Rainbow,,Snake,3491,4,0.2202,0.052,0.0163,0.0195,0.3096,0.033,0.3968,172.45700558512553,2589
2878,ApeGang #1898,Yellow NBA Jersey,Gold Hoop,Robot,Grey,Chef's,,3491,5,0.0241,0.0475,0.0265,0.0815,0.0188,0.3141,0.2848,172.43861999499725,2591
2879,ApeGang #7106,Pimp Coat,,Robot,Brown,Brown Beanie,Covid Mask,3491,5,0.0253,0.7565,0.0265,0.4242,0.0187,0.029,0.2848,172.41072682126662,2594
2880,ApeGang #4476,Yellow NBA Jersey,,Black Sunglasses,Black,Hotel Porter,Nose Ring,3491,5,0.0241,0.7565,0.0453,0.0868,0.0164,0.0318,0.2848,172.34483210552665,2601
2881,ApeGang #2667,Yellow NBA Jersey,,Eye Patch,Black,Bandana,Cigarette,3491,5,0.0241,0.7565,0.0336,0.0868,0.0186,0.0323,0.2848,172.33272422538923,2603
2882,ApeGang #1115,Sheriff,,Scar,Brown,Purple Beanie,Beard,3491,5,0.0245,0.7565,0.0347,0.4242,0.0159,0.0309,0.2848,172.0808032580701,2623
2883,ApeGang #7865,Prison Jumpsuit,Gold Hoop,Bruised,Black,Pirate,,3491,5,0.0238,0.0475,0.0345,0.0868,0.0162,0.3141,0.2848,171.99901335075785,2629
2884,ApeGang #3724,Black Suit,,Robot,Rainbow,,Beard,3491,4,0.0231,0.7565,0.0265,0.0195,0.3096,0.0309,0.3968,171.74241569158616,2656
2885,ApeGang #6392,Banana Shirt,,Monocle,Grey,Cop,Tongue Out,3491,5,0.0237,0.7565,0.034,0.0815,0.0195,0.0316,0.2848,171.63653010598685,2664
2886,ApeGang #4800,Mexican,,Eye Patch,Black,Crown,Nose Ring,3491,5,0.0243,0.7565,0.0336,0.0868,0.0189,0.0318,0.2848,171.62461227462444,2665
2887,ApeGang #8359,Military,,3D Glasses,Brown,Military Helmet,Angry,3491,5,0.0227,0.7565,0.0315,0.4242,0.0178,0.0309,0.2848,171.53162162547096,2672
2888,ApeGang #7206,Lumberjack,,Diving Mask,Brown,Horn,,3491,4,0.0227,0.7565,0.0158,0.4242,0.0183,0.3141,0.3968,171.37192782932803,2685
2889,ApeGang #3364,Groom,,Eye Patch,Cheetah,Pirate,,3491,4,0.0258,0.7565,0.0336,0.0294,0.0162,0.3141,0.3968,171.28933300281724,2688
2890,ApeGang #5382,Sheriff,,Hippie Glasses,Tiger,Flower Crown,Grillz,3491,5,0.0245,0.7565,0.0341,0.0517,0.0198,0.0378,0.2848,171.2773894755509,2689
2891,ApeGang #5066,Lab Coat,,,Cheetah,Banana,Drool Rainbow,3491,4,0.0242,0.7565,0.3104,0.0294,0.0172,0.0326,0.3968,171.21398884154306,2693
2892,ApeGang #5433,Fireman,Gold Hoop,,Cream,Brown Beanie,Bubble Gum,3491,5,0.0236,0.0475,0.3104,0.0845,0.0187,0.028,0.2848,171.1829394442618,2695
2893,ApeGang #8249,Mexican,Silver Hoop,Eye Patch,White,Brain,,3491,5,0.0243,0.0482,0.0336,0.0402,0.0209,0.3141,0.2848,171.078503359723,2709
2894,ApeGang #5944,Magician,,Eye Patch,Cream,Cap,Joint,3491,5,0.0277,0.7565,0.0336,0.0845,0.0175,0.0325,0.2848,170.44250825359995,2751
2895,ApeGang #4752,Prison Jumpsuit,Bluetooth Earpiece,Strabismus,Brown,,Cigarette,3491,5,0.0238,0.052,0.0149,0.4242,0.3096,0.0323,0.2848,168.42001094543656,2914
2896,ApeGang #4508,Indian,Airpods,Squinting,Brown,,Grin Gold,3491,5,0.0231,0.0475,0.016,0.4242,0.3096,0.0309,0.2848,168.30372312618147,2925
2897,ApeGang #1687,White Tank Top,,Round Glasses,Cheetah,Brown Beanie,,3491,4,0.0224,0.7565,0.0348,0.0294,0.0187,0.3141,0.3968,167.89376841234565,2963
2898,ApeGang #71,Winter Coat,,Black Sunglasses,Rainbow,Borsalino,,3491,4,0.0251,0.7565,0.0453,0.0195,0.021,0.3141,0.3968,167.84252935346265,2972
2899,ApeGang #406,Toga,,Sad,Black,Fisherman,Nose Ring,3491,5,0.026,0.7565,0.0322,0.0868,0.0198,0.0318,0.2848,167.82288081588814,2974
2900,ApeGang #6061,Orange Striped T-Shirt,,Round Glasses,Brown,Halo,Grin Gold,3491,5,0.0241,0.7565,0.0348,0.4242,0.0173,0.0309,0.2848,167.58582748802752,2998
2901,ApeGang #3480,Red NBA Jersey,,Crazy,Cream,Chef's,Covid Mask,3491,5,0.0248,0.7565,0.0346,0.0845,0.0188,0.029,0.2848,173.5659952787156,2516
2902,ApeGang #8070,Lumberjack,,Crazy,Brown,Pirate,Tongue Out,3491,5,0.0227,0.7565,0.0346,0.4242,0.0162,0.0316,0.2848,173.5190538376426,2519
2903,ApeGang #7484,Magician,,3D Glasses,Black,Propeller,Covid Mask,3491,5,0.0277,0.7565,0.0315,0.0868,0.0184,0.029,0.2848,173.03154983384692,2543
2904,ApeGang #6474,Pimp Coat,,Crazy,Cream,Cap,Drool Rainbow,3491,5,0.0253,0.7565,0.0346,0.0845,0.0175,0.0326,0.2848,172.91256211939134,2559
2905,ApeGang #1583,Winter Coat,,Scar,Black,Crown,Oh,3491,5,0.0251,0.7565,0.0347,0.0868,0.0189,0.0286,0.2848,172.8880194769997,2561
2906,ApeGang #4083,Lumberjack,Airpods,Strabismus,Brown,,Nose Ring,3491,5,0.0227,0.0475,0.0149,0.4242,0.3096,0.0318,0.2848,172.76471856557066,2571
2907,ApeGang #6659,Indian,,Robot,Brown,Headphone,Covid Mask,3491,5,0.0231,0.7565,0.0265,0.4242,0.02,0.029,0.2848,172.6991425828282,2572
2908,ApeGang #8291,Black Tank Top,,Albino,Grey,Flower Crown,,3491,4,0.0227,0.7565,0.017,0.0815,0.0198,0.3141,0.3968,172.67711981777188,2575
2909,ApeGang #9367,Cop,,Crazy,Black,Nurse,Smoke Pipe,3491,5,0.0245,0.7565,0.0346,0.0868,0.0184,0.0311,0.2848,172.5740779053059,2582
2910,ApeGang #9267,Lumberjack,,Diving Mask,Brown,Groom,,3491,4,0.0227,0.7565,0.0158,0.4242,0.018,0.3141,0.3968,172.28267464171418,2607
2911,ApeGang #9208,Military,,Sad,Brown,War Bonnet,Angry,3491,5,0.0227,0.7565,0.0322,0.4242,0.0174,0.0309,0.2848,172.1329795874745,2619
2912,ApeGang #4079,Red NBA Jersey,,,Grey,Bandana,Joker,3491,4,0.0248,0.7565,0.3104,0.0815,0.0186,0.0171,0.3968,171.89918015971736,2638
2913,ApeGang #5995,Hotel Porter,,Hippie Glasses,Strong Dark Brown,Yellow NBA Headband,Drool Rainbow,3491,5,0.0228,0.7565,0.0341,0.1097,0.0186,0.0326,0.2848,171.57233310834783,2670
2914,ApeGang #3172,Fireman,Airpods,,Black,Halo,Tongue Out,3491,5,0.0236,0.0475,0.3104,0.0868,0.0173,0.0316,0.2848,171.12817353000642,2701
2915,ApeGang #9858,,,Heart,White,Fireman,Covid Mask,3491,4,0.2202,0.7565,0.033,0.0402,0.0137,0.029,0.3968,171.03747596716136,2713
2916,ApeGang #9624,Winter Coat,,Black Sunglasses,Zebra,Rabbit Ears,Corn,3491,5,0.0251,0.7565,0.0453,0.0481,0.019,0.0326,0.2848,170.84525202148234,2727
2917,ApeGang #4464,Lab Coat,,Diving Mask,Black,Borsalino,,3491,4,0.0242,0.7565,0.0158,0.0868,0.021,0.3141,0.3968,170.77897605085624,2729
2918,ApeGang #2573,Black Tank Top,,Gold Sunglasses,Grey,War Bonnet,Drool Rainbow,3491,5,0.0227,0.7565,0.0471,0.0815,0.0174,0.0326,0.2848,170.53344860581,2746
2919,ApeGang #9524,Purple Hoodie,,Robot Glasses,Brown,Chef's,Grillz,3491,5,0.0232,0.7565,0.0249,0.4242,0.0188,0.0378,0.2848,170.10109827836325,2778
2920,ApeGang #6371,Orange Hawaiian Shirt ,,Closed,Strong Dark Brown,Stuntman Helmet,Shocked,3491,5,0.0247,0.7565,0.0302,0.1097,0.0197,0.0316,0.2848,169.9542869840992,2788
2921,ApeGang #1914,Joker,Gold Hoop,,White,,Shocked,3491,4,0.012,0.0475,0.3104,0.0402,0.3096,0.0316,0.3968,169.8789413581465,2793
2922,ApeGang #6592,Cop,,Diving Mask,Strong Dark Brown,Red NBA Headband,,3491,4,0.0245,0.7565,0.0158,0.1097,0.0202,0.3141,0.3968,169.75392436328355,2804
2923,ApeGang #6909,Magician,,Laser,Grey,Propeller,,3491,4,0.0277,0.7565,0.0167,0.0815,0.0184,0.3141,0.3968,169.62482510523893,2816
2924,ApeGang #2794,Banana Shirt,Gold Hoop,,Strong Dark Brown,Banana,Grin Gold,3491,5,0.0237,0.0475,0.3104,0.1097,0.0172,0.0309,0.2848,169.59737455877922,2820
2925,ApeGang #2997,Groom,,Sad,Brown,Pirate,Drool Rainbow,3491,5,0.0258,0.7565,0.0322,0.4242,0.0162,0.0326,0.2848,169.40932384658538,2832
2926,ApeGang #3964,Pirate,,3D Glasses,Brown,Hippie Bandana,Beard,3491,5,0.0233,0.7565,0.0315,0.4242,0.0182,0.0309,0.2848,169.16249278912602,2853
2927,ApeGang #3019,Hippie,,,Red Devil,Nurse,,3491,3,0.0247,0.7565,0.3104,0.0162,0.0184,0.3141,0.2239,168.75555670604146,2889
2928,ApeGang #8893,,Bluetooth Earpiece,Closed,Tiger,Propeller,Covid Mask,3491,5,0.2202,0.052,0.0302,0.0517,0.0184,0.029,0.2848,168.56885851003184,2901
2929,ApeGang #9131,Black Tank Top,,Bruised,Strong Dark Brown,Laurel,Mustache,3491,5,0.0227,0.7565,0.0345,0.1097,0.0208,0.0302,0.2848,168.17675984395817,2937
2930,ApeGang #1973,Lumberjack,,Gold Sunglasses,Black,Propeller,Smoke Pipe,3491,5,0.0227,0.7565,0.0471,0.0868,0.0184,0.0311,0.2848,168.1403032120786,2941
2931,ApeGang #5390,Fireman,,Sad,Brown,Sushi Chef,Smoke Pipe,3491,5,0.0236,0.7565,0.0322,0.4242,0.0181,0.0311,0.2848,168.02223321308492,2952
2932,ApeGang #3692,Banana Shirt,Gold Hoop,Alien,Brown,,Bubble Gum,3491,5,0.0237,0.0475,0.0167,0.4242,0.3096,0.028,0.2848,167.93983835146065,2960
2933,ApeGang #4917,Orange Striped T-Shirt,,Gold Sunglasses,Black,Nurse,Covid Mask,3491,5,0.0241,0.7565,0.0471,0.0868,0.0184,0.029,0.2848,167.90963349424203,2961
2934,ApeGang #7937,Military,,Monocle,Brown,Hippie Bandana,Smoke Pipe,3491,5,0.0227,0.7565,0.034,0.4242,0.0182,0.0311,0.2848,167.75451553856496,2979
2935,ApeGang #4678,Mexican,,Sad,Strong Dark Brown,Flower Crown,Cigarette,3491,5,0.0243,0.7565,0.0322,0.1097,0.0198,0.0323,0.2848,167.6218501257135,2993
2936,ApeGang #81,Black Suit,,Bruised,Brown,Pirate,Smoke Pipe,3491,5,0.0231,0.7565,0.0345,0.4242,0.0162,0.0311,0.2848,173.34877804965282,2529
2937,ApeGang #3764,Orange Striped T-Shirt,,Eye Patch,Black,Hippie Bandana,Joint,3491,5,0.0241,0.7565,0.0336,0.0868,0.0182,0.0325,0.2848,173.32381675747848,2534
2938,ApeGang #7968,White Tank Top,,Closed,Brown,Party,Angry,3491,5,0.0224,0.7565,0.0302,0.4242,0.018,0.0309,0.2848,172.86394664228663,2563
2939,ApeGang #5963,Lab Coat,,Robot,Brown,Brown Beanie,Mustache,3491,5,0.0242,0.7565,0.0265,0.4242,0.0187,0.0302,0.2848,172.83717333201596,2567
2940,ApeGang #5865,Purple Hoodie,Airpods,Scar,Tiger,Brown Beanie,,3491,5,0.0232,0.0475,0.0347,0.0517,0.0187,0.3141,0.2848,172.48775466943997,2588
2941,ApeGang #6162,Magician,,Robot,Brown,Hotel Porter,Yawn,3491,5,0.0277,0.7565,0.0265,0.4242,0.0164,0.0329,0.2848,172.39817023879925,2596
2942,ApeGang #9282,Indian,,Hippie Glasses,Brown,Pirate,Drool Rainbow,3491,5,0.0231,0.7565,0.0341,0.4242,0.0162,0.0326,0.2848,172.209289789511,2613
2943,ApeGang #672,Fireman,Diamond Stud,Sad,Strong Dark Brown,Pirate,,3491,5,0.0236,0.0483,0.0322,0.1097,0.0162,0.3141,0.2848,171.67181648260677,2662
2944,ApeGang #1743,Orange Hawaiian Shirt ,,Hippie Glasses,Grey,Crown,Tongue Out,3491,5,0.0247,0.7565,0.0341,0.0815,0.0189,0.0316,0.2848,171.47001735709702,2676
2945,ApeGang #6022,Military,,Robot,Brown,Fisherman,Tongue Out,3491,5,0.0227,0.7565,0.0265,0.4242,0.0198,0.0316,0.2848,171.1298242335222,2700
2946,ApeGang #2889,Banana Shirt,,Alien,Brown,Top Hat,,3491,4,0.0237,0.7565,0.0167,0.4242,0.0168,0.3141,0.3968,170.98125828130077,2718
2947,ApeGang #6453,Toga,,Eye Patch,Brown,Purple Beanie,Angry,3491,5,0.026,0.7565,0.0336,0.4242,0.0159,0.0309,0.2848,170.66947614686654,2739
2948,ApeGang #1033,Prison Jumpsuit,,Devil,Brown,Halo,,3491,4,0.0238,0.7565,0.0163,0.4242,0.0173,0.3141,0.3968,170.55308459184425,2745
2949,ApeGang #161,Cop,,Hippie Glasses,Strong Dark Brown,Party,Joint,3491,5,0.0245,0.7565,0.0341,0.1097,0.018,0.0325,0.2848,170.4155093549575,2752
2950,ApeGang #5961,Pirate,Diamond Stud,Sad,Cheetah,,Oh,3491,5,0.0233,0.0483,0.0322,0.0294,0.3096,0.0286,0.2848,170.39813982662707,2754
2951,ApeGang #1248,Lumberjack,,Eye Patch,Strong Dark Brown,Stuntman Helmet,Shocked,3491,5,0.0227,0.7565,0.0336,0.1097,0.0197,0.0316,0.2848,170.1706424411562,2771
2952,ApeGang #8542,Winter Coat,,Squinting,Brown,Banana,,3491,4,0.0251,0.7565,0.016,0.4242,0.0172,0.3141,0.3968,169.8632887434491,2796
2953,ApeGang #7503,Lumberjack,,Gold Sunglasses,Red Devil,,Bubble Gum,3491,4,0.0227,0.7565,0.0471,0.0162,0.3096,0.028,0.3968,169.79897923340755,2800
2954,ApeGang #4557,Grey Striped T-Shirt,Diamond Stud,Round Glasses,Zebra,Sombrero,,3491,5,0.0259,0.0483,0.0348,0.0481,0.0185,0.3141,0.2848,169.58861479926077,2821
2955,ApeGang #701,Yellow NBA Jersey,,Gold Sunglasses,Black,Horn,Bubble Gum,3491,5,0.0241,0.7565,0.0471,0.0868,0.0183,0.028,0.2848,169.43814324405096,2830
2956,ApeGang #5395,Cop,,Hippie Glasses,Brown,Pirate,Snake,3491,5,0.0245,0.7565,0.0341,0.4242,0.0162,0.033,0.2848,169.36375670734336,2838
2957,ApeGang #6501,Lumberjack,,3D Glasses,Brown,Groom,Drool Rainbow,3491,5,0.0227,0.7565,0.0315,0.4242,0.018,0.0326,0.2848,169.21978897896895,2847
2958,ApeGang #1955,Cop,,Heart,Brown,Green Beanie,Grin Rainbow,3491,5,0.0245,0.7565,0.033,0.4242,0.0166,0.0327,0.2848,169.13185205990737,2856
2959,ApeGang #4232,Banana Shirt,,Black Sunglasses,Cream,Groom,Grin Gold,3491,5,0.0237,0.7565,0.0453,0.0845,0.018,0.0309,0.2848,168.85459566423958,2879
2960,ApeGang #1795,Banana Shirt,,Crazy,Black,Hippie Bandana,Grillz,3491,5,0.0237,0.7565,0.0346,0.0868,0.0182,0.0378,0.2848,168.8497586788099,2880
2961,ApeGang #1974,Red NBA Jersey,,Bruised,Red Devil,,Yawn,3491,4,0.0248,0.7565,0.0345,0.0162,0.3096,0.0329,0.3968,168.50363224734423,2910
2962,ApeGang #5658,,,Cyclops,Zebra,Bandana,Corn,3491,4,0.2202,0.7565,0.0183,0.0481,0.0186,0.0326,0.3968,168.25648144213923,2929
2963,ApeGang #8389,,Gold Hoop,Scar,White,Horn,Corn,3491,5,0.2202,0.0475,0.0347,0.0402,0.0183,0.0326,0.2848,168.11891466473327,2942
2964,ApeGang #9921,Indian,Diamond Stud,,Grey,Viking Helmet,Tongue Out,3491,5,0.0231,0.0483,0.3104,0.0815,0.0187,0.0316,0.2848,168.11830657648446,2943
2965,ApeGang #3820,Black Suit,,Sad,Brown,Groom,Cigarette,3491,5,0.0231,0.7565,0.0322,0.4242,0.018,0.0323,0.2848,168.05174340418975,2949
