,name,Clothes,Ears,Eyes,Fur,Hat,Mouth,asset_id,trait_n,Clothes_rarity,Ears_rarity,Eyes_rarity,Fur_rarity,Hat_rarity,Mouth_rarity,trait_n_rarity,factoral_rarity,rarity_rank
4793,ApeGang #5869,Indian,,Closed,Cream,Headphone,,3491,4,0.0231,0.7565,0.0302,0.0845,0.02,0.3141,0.3968,145.26268341265404,4901
4794,ApeGang #735,Red NBA Jersey,,,Red Devil,,Joint,3491,3,0.0248,0.7565,0.3104,0.0162,0.3096,0.0325,0.2239,145.05998677539844,4918
4795,ApeGang #6692,Pirate,Silver Hoop,Bruised,Grey,,Mustache,3491,5,0.0233,0.0482,0.0345,0.0815,0.3096,0.0302,0.2848,144.7745816958307,4945
4796,ApeGang #8891,Magician,,Gold Sunglasses,Strong Dark Brown,Magician,Grillz,3491,5,0.0277,0.7565,0.0471,0.1097,0.0213,0.0378,0.2848,144.68477210341499,4950
4797,ApeGang #455,Orange Striped T-Shirt,,Robot,White,,Mustache,3491,4,0.0241,0.7565,0.0265,0.0402,0.3096,0.0302,0.3968,144.28984217818018,4987
4798,ApeGang #3515,Grey Striped T-Shirt,Bluetooth Earpiece,,White,Rabbit Ears,,3491,4,0.0259,0.052,0.3104,0.0402,0.019,0.3141,0.3968,144.27351891235327,4989
4799,ApeGang #9024,Winter Coat,,Eye Patch,Brown,Magician,Beard,3491,5,0.0251,0.7565,0.0336,0.4242,0.0213,0.0309,0.2848,156.10385018203272,4020
4800,ApeGang #9260,,,,Red Devil,Military Helmet,,3491,2,0.2202,0.7565,0.3104,0.0162,0.0178,0.3141,0.0388,155.94991829486767,4028
4801,ApeGang #7654,Orange Striped T-Shirt,Airpods,Gold Sunglasses,Brown,Purple Beanie,,3491,5,0.0241,0.0475,0.0471,0.4242,0.0159,0.3141,0.2848,155.7232257877011,4046
4802,ApeGang #7494,Groom,,Robot Glasses,Grey,War Bonnet,,3491,4,0.0258,0.7565,0.0249,0.0815,0.0174,0.3141,0.3968,155.68727332541118,4050
4803,ApeGang #2921,Red Hawaiian Shirt,,Diving Mask,Brown,Borsalino,,3491,4,0.0283,0.7565,0.0158,0.4242,0.021,0.3141,0.3968,155.6289923150193,4053
4804,ApeGang #2608,Orange Hawaiian Shirt ,Bluetooth Earpiece,,Brown,Groom,Cigarette,3491,5,0.0247,0.052,0.3104,0.4242,0.018,0.0323,0.2848,155.32217110241498,4074
4805,ApeGang #4714,Red NBA Jersey,Diamond Stud,,Brown,Viking Helmet,Shocked,3491,5,0.0248,0.0483,0.3104,0.4242,0.0187,0.0316,0.2848,155.23828387629808,4084
4806,ApeGang #501,Blue Hoodie,,Devil,Black,,Beard,3491,4,0.0233,0.7565,0.0163,0.0868,0.3096,0.0309,0.3968,155.2233575772328,4086
4807,ApeGang #9424,Joker,,,Brown,Cap,,3491,3,0.012,0.7565,0.3104,0.4242,0.0175,0.3141,0.2239,155.0270746690352,4104
4808,ApeGang #4187,Red Hawaiian Shirt,,Blind,Black,,Cigarette,3491,4,0.0283,0.7565,0.0144,0.0868,0.3096,0.0323,0.3968,154.33263565551343,4144
4809,ApeGang #7009,Sheriff,,Robot Glasses,Grey,Bandana,,3491,4,0.0245,0.7565,0.0249,0.0815,0.0186,0.3141,0.3968,154.0360864259418,4161
4810,ApeGang #1781,White Tank Top,,Eye Patch,Tiger,Chef's,,3491,4,0.0224,0.7565,0.0336,0.0517,0.0188,0.3141,0.3968,153.9643488488823,4171
4811,ApeGang #9683,Joker,,Scar,Brown,,Beard,3491,4,0.012,0.7565,0.0347,0.4242,0.3096,0.0309,0.3968,153.94362779525804,4176
4812,ApeGang #6278,,Gold Hoop,3D Glasses,Strong Dark Brown,Crown,Grin Rainbow,3491,5,0.2202,0.0475,0.0315,0.1097,0.0189,0.0327,0.2848,153.4580882952404,4213
4813,ApeGang #4064,Military,,High,Brown,,Angry,3491,4,0.0227,0.7565,0.0148,0.4242,0.3096,0.0309,0.3968,153.41228166158106,4215
4814,ApeGang #3648,Pimp Coat,Gold Hoop,Gold Sunglasses,Cheetah,,Drool Rainbow,3491,5,0.0253,0.0475,0.0471,0.0294,0.3096,0.0326,0.2848,153.2394079670666,4226
4815,ApeGang #4302,Prison Jumpsuit,,,Black,War Bonnet,Oh,3491,4,0.0238,0.7565,0.3104,0.0868,0.0174,0.0286,0.3968,153.03753122302066,4248
4816,ApeGang #9568,Winter Coat,,Cyclops,White,,Grillz,3491,4,0.0251,0.7565,0.0183,0.0402,0.3096,0.0378,0.3968,152.88810705490457,4253
4817,ApeGang #5751,,,Cyclops,Brown,Hippie Bandana,Angry,3491,4,0.2202,0.7565,0.0183,0.4242,0.0182,0.0309,0.3968,152.69306625311938,4268
4818,ApeGang #4144,Pirate,,Alien,Cream,,Cigarette,3491,4,0.0233,0.7565,0.0167,0.0845,0.3096,0.0323,0.3968,152.66477882115126,4274
4819,ApeGang #5898,Cop,,,Black,Purple Beanie,Snake,3491,4,0.0245,0.7565,0.3104,0.0868,0.0159,0.033,0.3968,152.59686376212937,4285
4820,ApeGang #7725,,,Crazy,Brown,Sombrero,Joker,3491,4,0.2202,0.7565,0.0346,0.4242,0.0185,0.0171,0.3968,152.1760633398125,4312
4821,ApeGang #4403,Joker,,,White,,Tongue Out,3491,3,0.012,0.7565,0.3104,0.0402,0.3096,0.0316,0.2239,152.09430514341176,4322
4822,ApeGang #9790,Cop,,Black Sunglasses,Brown,Flower Crown,Nose Ring,3491,5,0.0245,0.7565,0.0453,0.4242,0.0198,0.0318,0.2848,152.0334647192953,4325
4823,ApeGang #6058,Groom,,Eye Patch,Brown,Red NBA Headband,Grillz,3491,5,0.0258,0.7565,0.0336,0.4242,0.0202,0.0378,0.2848,151.6720632499528,4361
4824,ApeGang #3375,,,Robot Glasses,Strong Dark Brown,Top Hat,Covid Mask,3491,4,0.2202,0.7565,0.0249,0.1097,0.0168,0.029,0.3968,151.6663454203363,4362
4825,ApeGang #4906,Orange Striped T-Shirt,,Robot Glasses,Brown,Green Beanie,,3491,4,0.0241,0.7565,0.0249,0.4242,0.0166,0.3141,0.3968,151.27849876884173,4400
4826,ApeGang #2845,Pimp Coat,,Hippie Glasses,Zebra,Cowboy,,3491,4,0.0253,0.7565,0.0341,0.0481,0.0184,0.3141,0.3968,151.01478958758958,4427
4827,ApeGang #4624,Lumberjack,,Scar,Black,Top Hat,,3491,4,0.0227,0.7565,0.0347,0.0868,0.0168,0.3141,0.3968,150.941591905683,4435
4828,ApeGang #1158,Orange Striped T-Shirt,Gold Hoop,Sad,Brown,Laurel,,3491,5,0.0241,0.0475,0.0322,0.4242,0.0208,0.3141,0.2848,150.73154521942806,4452
4829,ApeGang #6146,Black Suit,,High,Brown,,Yawn,3491,4,0.0231,0.7565,0.0148,0.4242,0.3096,0.0329,0.3968,150.68213874669095,4460
4830,ApeGang #2960,,Gold Hoop,Crazy,Cream,Propeller,Grillz,3491,5,0.2202,0.0475,0.0346,0.0845,0.0184,0.0378,0.2848,150.64409977387163,4464
4831,ApeGang #2320,Black Suit,,Scar,Cream,Top Hat,,3491,4,0.0231,0.7565,0.0347,0.0845,0.0168,0.3141,0.3968,150.4923539590412,4470
4832,ApeGang #386,Joker,Diamond Stud,,Brown,,Oh,3491,4,0.012,0.0483,0.3104,0.4242,0.3096,0.0286,0.3968,150.33146557584806,4481
4833,ApeGang #374,Banana Shirt,,,Black,Cap,Angry,3491,4,0.0237,0.7565,0.3104,0.0868,0.0175,0.0309,0.3968,150.28383468426745,4483
4834,ApeGang #5142,Prison Jumpsuit,,3D Glasses,Black,Halo,,3491,4,0.0238,0.7565,0.0315,0.0868,0.0173,0.3141,0.3968,150.11278181852884,4495
4835,ApeGang #3917,Hippie,Gold Hoop,Scar,Brown,Fisherman,,3491,5,0.0247,0.0475,0.0347,0.4242,0.0198,0.3141,0.2848,149.91426985637625,4514
4836,ApeGang #5676,Sheriff,,Scar,White,Laurel,,3491,4,0.0245,0.7565,0.0347,0.0402,0.0208,0.3141,0.3968,149.61305311664375,4530
4837,ApeGang #8555,Magician,Silver Hoop,Black Sunglasses,Red Devil,,,3491,4,0.0277,0.0482,0.0453,0.0162,0.3096,0.3141,0.3968,149.58525615796273,4535
4838,ApeGang #1682,Banana Shirt,,,Strong Dark Brown,Green Beanie,Joint,3491,4,0.0237,0.7565,0.3104,0.1097,0.0166,0.0325,0.3968,149.38374557453713,4551
4839,ApeGang #4671,White Tank Top,,Heart,Cream,Groom,,3491,4,0.0224,0.7565,0.033,0.0845,0.018,0.3141,0.3968,149.3615003425968,4554
4840,ApeGang #4797,Orange Striped T-Shirt,,Black Sunglasses,Brown,Borsalino,Cigarette,3491,5,0.0241,0.7565,0.0453,0.4242,0.021,0.0323,0.2848,149.3381226777684,4556
4841,ApeGang #9835,Hotel Porter,,Monocle,Grey,Military Helmet,,3491,4,0.0228,0.7565,0.034,0.0815,0.0178,0.3141,0.3968,148.74686557442158,4593
4842,ApeGang #1763,Cop,Gold Hoop,,Brown,Magician,Corn,3491,5,0.0245,0.0475,0.3104,0.4242,0.0213,0.0326,0.2848,148.58242557743284,4605
4843,ApeGang #8226,Grey Striped T-Shirt,,Diving Mask,Cheetah,,,3491,3,0.0259,0.7565,0.0158,0.0294,0.3096,0.3141,0.2239,148.1166135662348,4637
4844,ApeGang #1331,Military,,Eye Patch,Cream,Sushi Chef,,3491,4,0.0227,0.7565,0.0336,0.0845,0.0181,0.3141,0.3968,147.9234443237123,4656
4845,ApeGang #4995,Joker,,,Brown,Headphone,,3491,3,0.012,0.7565,0.3104,0.4242,0.02,0.3141,0.2239,147.88421752617805,4658
4846,ApeGang #355,Black Tank Top,,3D Glasses,Cheetah,,Cigarette,3491,4,0.0227,0.7565,0.0315,0.0294,0.3096,0.0323,0.3968,147.84426546227562,4662
4847,ApeGang #8193,Lumberjack,,Round Glasses,Zebra,Magician,,3491,4,0.0227,0.7565,0.0348,0.0481,0.0213,0.3141,0.3968,147.5526110320905,4688
4848,ApeGang #2433,Orange Hawaiian Shirt ,,Hippie Glasses,Grey,Banana,,3491,4,0.0247,0.7565,0.0341,0.0815,0.0172,0.3141,0.3968,147.24655450454938,4722
4849,ApeGang #3562,Banana Shirt,,,Cream,Sushi Chef,Drool Rainbow,3491,4,0.0237,0.7565,0.3104,0.0845,0.0181,0.0326,0.3968,147.01556560422026,4746
4850,ApeGang #2881,Black Tank Top,,Squinting,Brown,,Cigarette,3491,4,0.0227,0.7565,0.016,0.4242,0.3096,0.0323,0.3968,146.94200686906936,4750
4851,ApeGang #3579,Orange Striped T-Shirt,Bluetooth Earpiece,Hippie Glasses,Tiger,,Joint,3491,5,0.0241,0.052,0.0341,0.0517,0.3096,0.0325,0.2848,146.9028590132455,4755
4852,ApeGang #3747,,Gold Hoop,Heart,Brown,Nurse,Joint,3491,5,0.2202,0.0475,0.033,0.4242,0.0184,0.0325,0.2848,146.88265935543512,4759
4853,ApeGang #3085,,Diamond Stud,,Brown,Hippie Bandana,Joker,3491,4,0.2202,0.0483,0.3104,0.4242,0.0182,0.0171,0.3968,146.7690362932823,4769
4854,ApeGang #5667,Magician,,Scar,Cream,Purple Beanie,,3491,4,0.0277,0.7565,0.0347,0.0845,0.0159,0.3141,0.3968,146.67266593868567,4780
4855,ApeGang #6320,Yellow NBA Jersey,,Sad,Cream,Sushi Chef,,3491,4,0.0241,0.7565,0.0322,0.0845,0.0181,0.3141,0.3968,146.65835268041215,4781
4856,ApeGang #5699,Blue Hoodie,,,Black,Brown Beanie,Tongue Out,3491,4,0.0233,0.7565,0.3104,0.0868,0.0187,0.0316,0.3968,146.624385552233,4783
4857,ApeGang #3503,Toga,,,Cream,Brown Beanie,Bubble Gum,3491,4,0.026,0.7565,0.3104,0.0845,0.0187,0.028,0.3968,146.54976737162,4789
4858,ApeGang #9486,Black Tank Top,,,Cream,Crown,Drool Rainbow,3491,4,0.0227,0.7565,0.3104,0.0845,0.0189,0.0326,0.3968,146.53577033886194,4790
4859,ApeGang #5442,Red NBA Jersey,Diamond Stud,,Zebra,Sushi Chef,,3491,4,0.0248,0.0483,0.3104,0.0481,0.0181,0.3141,0.3968,145.99066420075422,4830
4860,ApeGang #7515,Indian,,,Black,Chef's,Joint,3491,4,0.0231,0.7565,0.3104,0.0868,0.0188,0.0325,0.3968,145.8351885884567,4846
4861,ApeGang #419,Red Hawaiian Shirt,,Closed,Cream,,Joker,3491,4,0.0283,0.7565,0.0302,0.0845,0.3096,0.0171,0.3968,145.83413603372546,4848
4862,ApeGang #5636,Pirate,,,Cream,Crown,Cigarette,3491,4,0.0233,0.7565,0.3104,0.0845,0.0189,0.0323,0.3968,145.68626753457545,4860
4863,ApeGang #1451,Lumberjack,,,Zebra,Sombrero,Snake,3491,4,0.0227,0.7565,0.3104,0.0481,0.0185,0.033,0.3968,156.2636564235201,4006
4864,ApeGang #3,,Silver Hoop,3D Glasses,Cream,Chef's,Drool Rainbow,3491,5,0.2202,0.0482,0.0315,0.0845,0.0188,0.0326,0.2848,156.24613724920076,4008
4865,ApeGang #9952,Yellow NBA Jersey,Silver Hoop,,Brown,Rabbit Ears,Smoke Pipe,3491,5,0.0241,0.0482,0.3104,0.4242,0.019,0.0311,0.2848,156.11684771839086,4017
4866,ApeGang #3282,Magician,,Crazy,Brown,Sombrero,Baby Pacifier,3491,5,0.0277,0.7565,0.0346,0.4242,0.0185,0.0337,0.2848,155.92095331053375,4030
4867,ApeGang #4939,Batman,Airpods,Closed,Black,,,3491,4,0.0123,0.0475,0.0302,0.0868,0.3096,0.3141,0.3968,155.92059960502377,4031
4868,ApeGang #3502,,,Squinting,Brown,Borsalino,Oh,3491,4,0.2202,0.7565,0.016,0.4242,0.021,0.0286,0.3968,155.82482560205207,4037
4869,ApeGang #6725,Yellow NBA Jersey,Silver Hoop,,Brown,Red NBA Headband,Oh,3491,5,0.0241,0.0482,0.3104,0.4242,0.0202,0.0286,0.2848,155.80091339509403,4038
4870,ApeGang #1642,Fireman,,Cyclops,Tiger,,Grin Gold,3491,4,0.0236,0.7565,0.0183,0.0517,0.3096,0.0309,0.3968,155.79452192988109,4039
4871,ApeGang #7949,Black Suit,,Devil,Strong Dark Brown,,Oh,3491,4,0.0231,0.7565,0.0163,0.1097,0.3096,0.0286,0.3968,155.79255430516312,4040
4872,ApeGang #2160,Hippie,,,Zebra,Sombrero,Mustache,3491,4,0.0247,0.7565,0.3104,0.0481,0.0185,0.0302,0.3968,155.50617542533755,4058
4873,ApeGang #247,Black Tank Top,,Black Sunglasses,Rainbow,,Corn,3491,4,0.0227,0.7565,0.0453,0.0195,0.3096,0.0326,0.3968,155.15682904754172,4091
4874,ApeGang #2540,Military,,Cyclops,Brown,Magician,,3491,4,0.0227,0.7565,0.0183,0.4242,0.0213,0.3141,0.3968,155.02914539633343,4103
4875,ApeGang #7569,,,Bruised,White,Hotel Porter,Tongue Out,3491,4,0.2202,0.7565,0.0345,0.0402,0.0164,0.0316,0.3968,154.8656729362419,4114
4876,ApeGang #3411,Toga,,Albino,Tiger,,Joint,3491,4,0.026,0.7565,0.017,0.0517,0.3096,0.0325,0.3968,154.46867092638783,4139
4877,ApeGang #8511,,,,Red Devil,Propeller,,3491,2,0.2202,0.7565,0.3104,0.0162,0.0184,0.3141,0.0388,154.1179691009253,4153
4878,ApeGang #6656,Prison Jumpsuit,,Cyclops,Brown,Brain,,3491,4,0.0238,0.7565,0.0183,0.4242,0.0209,0.3141,0.3968,153.89162182754055,4185
4879,ApeGang #4777,Iron Man,,,Black,Brain,,3491,3,0.0122,0.7565,0.3104,0.0868,0.0209,0.3141,0.2239,153.5283459919385,4205
4880,ApeGang #3890,Yellow NBA Jersey,,Black Sunglasses,Brown,Crown,Baby Pacifier,3491,5,0.0241,0.7565,0.0453,0.4242,0.0189,0.0337,0.2848,153.34296615124333,4221
4881,ApeGang #2799,,Bluetooth Earpiece,Robot Glasses,Rainbow,,Smoke Pipe,3491,4,0.2202,0.052,0.0249,0.0195,0.3096,0.0311,0.3968,153.11926543685544,4242
4882,ApeGang #2768,Magician,Diamond Stud,,Brown,Party,Tongue Out,3491,5,0.0277,0.0483,0.3104,0.4242,0.018,0.0316,0.2848,153.09640599030632,4244
4883,ApeGang #5876,Lumberjack,,Gold Sunglasses,White,Groom,,3491,4,0.0227,0.7565,0.0471,0.0402,0.018,0.3141,0.3968,152.7412012020606,4263
4884,ApeGang #2300,,,Strabismus,Tiger,Rabbit Ears,,3491,3,0.2202,0.7565,0.0149,0.0517,0.019,0.3141,0.2239,152.60121485550954,4282
4885,ApeGang #4441,Fireman,,,Grey,Green Beanie,Grin Rainbow,3491,4,0.0236,0.7565,0.3104,0.0815,0.0166,0.0327,0.3968,152.5285114573039,4286
4886,ApeGang #7082,Batman,,Heart,Brown,,Drool Rainbow,3491,4,0.0123,0.7565,0.033,0.4242,0.3096,0.0326,0.3968,151.70808104789185,4357
4887,ApeGang #5379,Lumberjack,,,Cream,Party,Mustache,3491,4,0.0227,0.7565,0.3104,0.0845,0.018,0.0302,0.3968,151.61900914005466,4365
4888,ApeGang #7190,Banana Shirt,,Laser,Cream,,Yawn,3491,4,0.0237,0.7565,0.0167,0.0845,0.3096,0.0329,0.3968,151.37580116866724,4385
4889,ApeGang #4359,Cop,,,Tiger,Viking Helmet,Drool Rainbow,3491,4,0.0245,0.7565,0.3104,0.0517,0.0187,0.0326,0.3968,151.3731565934394,4387
4890,ApeGang #3879,Yellow NBA Jersey,,,White,Borsalino,Snake,3491,4,0.0241,0.7565,0.3104,0.0402,0.021,0.033,0.3968,151.35516358652674,4389
4891,ApeGang #7551,Blue Hoodie,,Gold Sunglasses,Brown,Borsalino,Grin Gold,3491,5,0.0233,0.7565,0.0471,0.4242,0.021,0.0309,0.2848,151.3218762223948,4395
4892,ApeGang #7610,Fireman,,,White,Fisherman,Grillz,3491,4,0.0236,0.7565,0.3104,0.0402,0.0198,0.0378,0.3968,151.272268046848,4401
4893,ApeGang #6360,Hippie,,Gold Sunglasses,Brown,Headphone,Beard,3491,5,0.0247,0.7565,0.0471,0.4242,0.02,0.0309,0.2848,151.27020362723903,4402
4894,ApeGang #1464,Orange Striped T-Shirt,,Rainbow Sunglasses,Tiger,,Grillz,3491,4,0.0241,0.7565,0.0176,0.0517,0.3096,0.0378,0.3968,151.18135649067213,4406
4895,ApeGang #7792,Batman,,Round Glasses,Brown,,Nose Ring,3491,4,0.0123,0.7565,0.0348,0.4242,0.3096,0.0318,0.3968,150.91237718350587,4437
4896,ApeGang #2056,Sheriff,,Blind,Brown,,Cigarette,3491,4,0.0245,0.7565,0.0144,0.4242,0.3096,0.0323,0.3968,150.6499144080027,4463
4897,ApeGang #3883,Fireman,,Robot,Brown,Hotel Porter,,3491,4,0.0236,0.7565,0.0265,0.4242,0.0164,0.3141,0.3968,150.46745657816248,4472
4898,ApeGang #6783,Purple Hoodie,Gold Hoop,,Brown,Stuntman Helmet,Grillz,3491,5,0.0232,0.0475,0.3104,0.4242,0.0197,0.0378,0.2848,150.46279166422747,4473
4899,ApeGang #1654,,Bluetooth Earpiece,Hippie Glasses,Brown,Party,Bubble Gum,3491,5,0.2202,0.052,0.0341,0.4242,0.018,0.028,0.2848,150.2360643143616,4486
4900,ApeGang #2390,Red NBA Jersey,,Laser,Grey,,Drool Rainbow,3491,4,0.0248,0.7565,0.0167,0.0815,0.3096,0.0326,0.3968,150.21961795815523,4488
4901,ApeGang #4454,Black Tank Top,Bluetooth Earpiece,Gold Sunglasses,Brown,Military Helmet,,3491,5,0.0227,0.052,0.0471,0.4242,0.0178,0.3141,0.2848,149.7471444619289,4521
4902,ApeGang #5263,Magician,,Gold Sunglasses,Brown,Red NBA Headband,Bubble Gum,3491,5,0.0277,0.7565,0.0471,0.4242,0.0202,0.028,0.2848,149.7422333626255,4522
4903,ApeGang #202,Black Tank Top,,,Grey,Sombrero,Smoke Pipe,3491,4,0.0227,0.7565,0.3104,0.0815,0.0185,0.0311,0.3968,149.5948848167886,4534
4904,ApeGang #937,Fireman,,Strabismus,Brown,,Grin Rainbow,3491,4,0.0236,0.7565,0.0149,0.4242,0.3096,0.0327,0.3968,149.49740618198004,4544
4905,ApeGang #6535,Grey Striped T-Shirt,Airpods,Gold Sunglasses,Brown,Top Hat,,3491,5,0.0259,0.0475,0.0471,0.4242,0.0168,0.3141,0.2848,149.470216226933,4545
4906,ApeGang #2655,,Gold Hoop,Monocle,Brown,Halo,Joint,3491,5,0.2202,0.0475,0.034,0.4242,0.0173,0.0325,0.2848,149.44703587942314,4546
4907,ApeGang #4913,Prison Jumpsuit,,Robot Glasses,Brown,War Bonnet,,3491,4,0.0238,0.7565,0.0249,0.4242,0.0174,0.3141,0.3968,149.03183007031527,4580
4908,ApeGang #8484,Fireman,,Bruised,Cream,,Joker,3491,4,0.0236,0.7565,0.0345,0.0845,0.3096,0.0171,0.3968,148.74425280864116,4594
4909,ApeGang #6781,Cop,,Crazy,Tiger,Rabbit Ears,,3491,4,0.0245,0.7565,0.0346,0.0517,0.019,0.3141,0.3968,148.71773716444517,4596
4910,ApeGang #5666,,Airpods,Black Sunglasses,Grey,Hippie Bandana,Snake,3491,5,0.2202,0.0475,0.0453,0.0815,0.0182,0.033,0.2848,148.69827268724515,4599
4911,ApeGang #9931,Pimp Coat,Bluetooth Earpiece,,Brown,Nurse,Grillz,3491,5,0.0253,0.052,0.3104,0.4242,0.0184,0.0378,0.2848,148.64957750695157,4602
4912,ApeGang #7677,,,Heart,Tiger,Banana,Beard,3491,4,0.2202,0.7565,0.033,0.0517,0.0172,0.0309,0.3968,148.5307489245356,4609
4913,ApeGang #2565,Orange Striped T-Shirt,,Rainbow Sunglasses,Grey,,Corn,3491,4,0.0241,0.7565,0.0176,0.0815,0.3096,0.0326,0.3968,148.3287555438276,4619
4914,ApeGang #7652,Black Suit,Bluetooth Earpiece,Bruised,Tiger,,Drool Rainbow,3491,5,0.0231,0.052,0.0345,0.0517,0.3096,0.0326,0.2848,148.2647362761108,4626
4915,ApeGang #7349,Groom,,Gold Sunglasses,Brown,Brain,Mustache,3491,5,0.0258,0.7565,0.0471,0.4242,0.0209,0.0302,0.2848,148.14107677688997,4633
4916,ApeGang #5675,Blue Hoodie,,,Strong Dark Brown,Nurse,Covid Mask,3491,4,0.0233,0.7565,0.3104,0.1097,0.0184,0.029,0.3968,147.92849776614895,4655
4917,ApeGang #721,Red Hawaiian Shirt,,Round Glasses,Brown,Magician,Baby Pacifier,3491,5,0.0283,0.7565,0.0348,0.4242,0.0213,0.0337,0.2848,147.88376015729867,4659
4918,ApeGang #5550,Hippie,,Hippie Glasses,Black,Top Hat,,3491,4,0.0247,0.7565,0.0341,0.0868,0.0168,0.3141,0.3968,147.88162782152017,4660
4919,ApeGang #7423,Toga,,Heart,Strong Dark Brown,Purple Beanie,,3491,4,0.026,0.7565,0.033,0.1097,0.0159,0.3141,0.3968,147.79915862269053,4667
4920,ApeGang #2669,Fireman,,Bruised,Strong Dark Brown,Green Beanie,,3491,4,0.0236,0.7565,0.0345,0.1097,0.0166,0.3141,0.3968,147.74086055484617,4671
4921,ApeGang #8232,Prison Jumpsuit,,,Cream,Cap,Baby Pacifier,3491,4,0.0238,0.7565,0.3104,0.0845,0.0175,0.0337,0.3968,147.73126173691605,4674
4922,ApeGang #8922,,Airpods,,White,Banana,Mustache,3491,4,0.2202,0.0475,0.3104,0.0402,0.0172,0.0302,0.3968,147.46350797674282,4699
4923,ApeGang #9141,Military,,,Grey,Brown Beanie,Grin Rainbow,3491,4,0.0227,0.7565,0.3104,0.0815,0.0187,0.0327,0.3968,147.44346551095035,4701
4924,ApeGang #175,Groom,,Crazy,Grey,Green Beanie,,3491,4,0.0258,0.7565,0.0346,0.0815,0.0166,0.3141,0.3968,147.19806434678188,4728
4925,ApeGang #3622,Military,,Devil,Brown,,Angry,3491,4,0.0227,0.7565,0.0163,0.4242,0.3096,0.0309,0.3968,147.19440734554726,4729
4926,ApeGang #4677,Prison Jumpsuit,,Laser,Brown,,Bubble Gum,3491,4,0.0238,0.7565,0.0167,0.4242,0.3096,0.028,0.3968,147.04072306889748,4742
4927,ApeGang #4771,,Gold Hoop,3D Glasses,Grey,Chef's,Flames,3491,5,0.2202,0.0475,0.0315,0.0815,0.0188,0.0341,0.2848,155.63816655573675,4052
4928,ApeGang #2795,Blue Hoodie,Gold Hoop,,Grey,Green Beanie,,3491,4,0.0233,0.0475,0.3104,0.0815,0.0166,0.3141,0.3968,145.40749925392788,4885
4929,ApeGang #923,,,Crazy,Zebra,Hippie Bandana,Grin Gold,3491,4,0.2202,0.7565,0.0346,0.0481,0.0182,0.0309,0.3968,145.38263380901466,4890
4930,ApeGang #4792,Prison Jumpsuit,,Closed,Strong Dark Brown,Sombrero,,3491,4,0.0238,0.7565,0.0302,0.1097,0.0185,0.3141,0.3968,145.32495165531554,4892
4931,ApeGang #3893,Black Suit,,,Brown,Purple Beanie,Baby Pacifier,3491,4,0.0231,0.7565,0.3104,0.4242,0.0159,0.0337,0.3968,145.27778199079455,4899
4932,ApeGang #998,Blue Hoodie,Gold Hoop,Heart,Cream,,Grin Gold,3491,5,0.0233,0.0475,0.033,0.0845,0.3096,0.0309,0.2848,145.2121060064157,4905
4933,ApeGang #9426,Nurse,,Squinting,Brown,,Corn,3491,4,0.0235,0.7565,0.016,0.4242,0.3096,0.0326,0.3968,145.15742922609317,4909
4934,ApeGang #3024,Red NBA Jersey,,Robot,Grey,Borsalino,,3491,4,0.0248,0.7565,0.0265,0.0815,0.021,0.3141,0.3968,144.97315378564602,4928
4935,ApeGang #8737,Red NBA Jersey,,,Brown,Green Beanie,Oh,3491,4,0.0248,0.7565,0.3104,0.4242,0.0166,0.0286,0.3968,144.9496459009119,4931
4936,ApeGang #240,Pimp Coat,,Closed,Black,Yellow NBA Headband,,3491,4,0.0253,0.7565,0.0302,0.0868,0.0186,0.3141,0.3968,144.9481904829923,4932
4937,ApeGang #2059,Cop,Gold Hoop,Sad,Cream,,Mustache,3491,5,0.0245,0.0475,0.0322,0.0845,0.3096,0.0302,0.2848,144.6129711540247,4960
4938,ApeGang #1811,Black Suit,,,Brown,Green Beanie,Nose Ring,3491,4,0.0231,0.7565,0.3104,0.4242,0.0166,0.0318,0.3968,144.39861446126207,4975
4939,ApeGang #6248,Pimp Coat,,,Black,Bandana,Angry,3491,4,0.0253,0.7565,0.3104,0.0868,0.0186,0.0309,0.3968,144.23601727422587,4992
4940,ApeGang #1050,,Gold Hoop,Strabismus,Brown,Cowboy,,3491,4,0.2202,0.0475,0.0149,0.4242,0.0184,0.3141,0.3968,155.1171170369431,4096
4941,ApeGang #3237,Red NBA Jersey,Gold Hoop,Monocle,White,,Angry,3491,5,0.0248,0.0475,0.034,0.0402,0.3096,0.0309,0.2848,154.76626848272673,4120
4942,ApeGang #5077,Magician,,Eye Patch,Brown,Headphone,Cigarette,3491,5,0.0277,0.7565,0.0336,0.4242,0.02,0.0323,0.2848,154.01323173186861,4163
4943,ApeGang #2716,Hippie,,Crazy,Brown,Laurel,Flames,3491,5,0.0247,0.7565,0.0346,0.4242,0.0208,0.0341,0.2848,153.9804919524559,4170
4944,ApeGang #5481,Pirate,,Strabismus,Brown,,Covid Mask,3491,4,0.0233,0.7565,0.0149,0.4242,0.3096,0.029,0.3968,153.9446986270081,4175
4945,ApeGang #1926,White Tank Top,,,Zebra,Headphone,Nose Ring,3491,4,0.0224,0.7565,0.3104,0.0481,0.02,0.0318,0.3968,153.94310665367266,4177
4946,ApeGang #6122,Yellow NBA Jersey,,,Black,Banana,Bubble Gum,3491,4,0.0241,0.7565,0.3104,0.0868,0.0172,0.028,0.3968,153.93202169909713,4178
